Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
65,jacket,Jackets,"casual, great, grey, beige, ","simple, elegance, coat, grey, beige, dressier, i, lot, use, coat, ",
57,dress,Dresses,"Beautiful, different, flattering, ","dress, something, hat, ",
39,blouse,Tops,"first, vibrant, great, generous, high, sheer, great, great, transitional, i, sure, ","store, couple, time, today, embroidery, detail, i, person, i, retailer, i, fit, cami, underneath, issue, piece, fall, i, ",fall
51,pants,Bottoms,"i, cute, nice, true, stylish, ","night, lounge, wear, necklace, scarf, jacket, dress, picture, size, i, lot, use, piece, spring, summer, nothing, something, pjs, ",summer spring
29,dress,Dresses,"beautiful, flowy, beachy, comfortable, ocean, i, dry, favorite, tall, short, i, ","dress, i, engagement, water, stock, i, dress, time, anything, ",
44,knit sweater,Tops,"flattering, i, pretty, flat-chested, bad, dressy, ","top, top, i, subtle, peplum, bit, lbs, xs, ",
38,knit sweater,Tops,"top, small, ","i, ",
57,dress,Dresses,"first, stiff, major, great, great, i, good, ","size, dress, time, size, bit, nothing, i, length, i, color, summer, dress, fall, jacket, pair, ",summerfall
67,warm jacket,Jackets,"true, cool, cold, bottom, vibrant, ","size, allowance, bulky, clothing, underneath, fall, winter, color, life, outfit, ", winterfall
39,dress,Dresses,"delicate, light, clingy, take, creative, small, ","love, ethereal, dress, silk, caution, wearing, belt, play, liner, knee, medium, petite, slender, torsos, size, tts, reference, i, ",
46,dress,Dresses,"lightweight, cool-feeling, beautiful, fit, great, ","knee, silk, rayon, lining, dress, store, princess, sale, ",
47,dress,Dresses,"many, different, ","dress, body, flexibility, summer, fall, ",summerfall
54,dress,Dresses,"i, classic, hot, steamy, few, high, grecian, i, narrow, only, ","love, silk, dress, retailer, perfect, summer, photos, back, belt, band, sewn, kind, side, style, reason, online, photo, model, dress, torso, bra, size, i, size, regular, i, s, ",summer
50,sweater,Tops,"previous, sized, soft, metallic, subtle, last, many, many, ","reviewer, wrap, style, knit, dense, heirloom, piece, ",
65,knit sweater,Tops,"great, great, great, short, wonderful, i, glad, small, small, ","top, blazer, work, skirt, neckline, sea, green, i, snug, problem, bust, i, medium, retailer, i, ",
38,knit sweater,Tops,"Such, great, classic, i, other, ","top, year, i, grey, ",
46,knit sweater,Tops,"true, scratchier, comfortable, i, same, good, ","size, xl, model, size, material, tank/cami, underneath, vintage, look, style, use, summer, fall, ",summerfall
39,knit sweater,Tops,"rushed, little, thin, loose, xxs, flattering, i, cute, other, casual, ","flower, pattern, side, t, shirt, bit, sheer, i, fit, ot, order, size, petite, ad, i, petite, sale, denim, pencil, skirt, ",
65,knit sweater,Tops,"beautiful, soft, flattering, gorgeous, gentle, cold, crumpled, ","t, shirt, perfect, work, play, i, cycle, water, i, dryer, i, heart, sick, i, ball, wow, ",
41,knit sweater,Tops,"large, tall, due, long, white, thick, white, skinny, many, little, ","torso, top, medium, medium, fit, model, maternity, top, material, i, crop, statement, necklace, top, bland, kind, jewelry, ",
52,knit sweater,Tops,"top, comfortable, true, ","grey, size, size, ",
36,knit sweater,Tops,"super, little, big, i, small, ","cut, flattering, opinion, medium/size, ",
28,knit sweater,Tops,"comfortable, top, i, happy, ","-versatile, ",
21,knit sweater,Tops,"new, favorite, i, excited, i, such, great, bluish-grayish, great, big, easy, classic, simple, much, ","top, i, whim, boy, glad, i, i, i, color, hoop, shirt, i, ",
59,knit sweater,Tops,"neutral, comfortable, favorite, beautiful, understated, ","tee, motif, i, linen, fabric, fruit, side, touch, ",
37,knit sweater,Tops,"cute, springy, large, first, broad, i, tall, big, large, great, ","husband, store, i, i, i, funny, bottom, shape, medium, enough, waistband, i, ",
50,knit sweater,Tops,"light, hot, light, i, great, easy, ","cut, fabric, fabric, summer, charleston, sc, summer, cut, work, skirt, ",summer
65,knit sweater,Tops,"beautiful.its, light, great, last, large, linen, ","shirt, weight, summer, tee, pricey, till, bit, bit, ",summer
39,knit sweater,Tops,"cute, tts, thin, i, camisole, nude, ","tee, fabric, pill, bra, ",
60,knit sweater,Tops,"local, right, great, true, pulled, nice, wonderful, little, linen, soft, ","store, i, love, bird, pattern, side, shirt, xs, fit, s., stitching, top, shaping, flare, tee, fabric, cotton, case, issue, tee, ",
29,knit sweater,Tops,"great, beautiful, perfect, olive, green, cami, true, ","top, find, print, front, capris, underneath, size, i, ",
31,knit sweater,Tops,"top, like, light, soft, great, regular, i, pleased, ","t-shirt, fabric, texture, feel, cotton, shirt, print, ",
29,knit sweater,Tops,"unsure, first, big, many, little, i, ","top, maternity, shirt, point, i, arm, swing, cut, peplum, style, fabric, swing, body, peplum, bulk, thicker, fabric, maternity, fabric, cut, ",
37,knit sweater,Tops,"top, amazing, flattering, incredible, divine, amazing, i, curvy, top, unflattering, magic, big, ","color, fabric, price, i, peplum, coworker, mine, store, i, l, toosh, sit, way, maternity, top, longer, ",
42,knit sweater,Tops,"green, adorable, nice, thick, neckline, cool, only, small, strange, awesome, other, likely, ","top, pretty, sea, glass, color, cotton, billowy, look, cut, vibe, issue, arm, wider, neckline, i, necklace, way, i, aspect, i, fun, e, ",
35,knit sweater,Tops,"neutral, happy, sheer, i, casual, great, ","motif, i, mind, i, sale, sale, i, fine, setting, tank, skin, tone, bra, buy, tts, ",
37,knit sweater,Tops,"super, casual, long, super, ","beautiful, comfy, number, i, necklace, dress, versatile, ",
53,knit sweater,Tops,"athletic, usual, previous, normal, tie, i, small, ordinary, i, re-ordered, ","info, m, everything, bit, bunchy, length, i, waist, body, photo, movement, double-knot, belief, i, size, ",
23,knit sweater,Tops,"top, soft, few, i, ","pullover, edge, photo-, i, xs, ",
44,sweater,Tops,"soft, flattering, ","sweater, wool, front, back, pretty, ",
35,sweater,Tops,"little, comfortable, other, boiled, careful, fine, everything-even, ","sweater, back, color, anything, tie, way, waste, problem, quality, wool, mine, hand, cycle, cashmere, lesson, ",
46,dress,Dresses,"great, white, big, underarm, i, i, super, tight, super, regular, ","dress, summer, i, store, area, i, ha, ha, difference, home, body, way, fyi, curvy, chest, size, ",summer
53,blouse,Tops,"delicate, feminine, beautiful, small, i, 6-8, i, ","top, i, size, m, l., stretch, room, movement, ",
32,sweater,Tops,"beautiful, ","sweater, coat, i, ",
51,dress,Dresses,"pictured, perfect, entire, true, tight, broad, comfortable, ","dress, i, work, lining, length, dress, knee, i, size, bit, i, day, pajamas, ",
31,dress,Dresses,"beautiful, tts, small, perfect, few, perfect, ","dress, bridal, shower, retailer, i, store, dress, apt, back, ",
33,sweater,Tops,"glad, unique, good, soft, sleeveless, few, i, warm, itchy, contrary, comfortable, soft, pricey, good, true, small, only, ","sweater, coat, wow, kind, product, i, quality, flattering, i, dress, bit, i, use, size, i, quibb, ",
44,jeans,Bottoms,"great, syllish, great, same, fabulous, casual, ","fit, time, brand, job, jean, a+, ",
57,knit sweater,Tops,"cute, happy, ","tunic, mail, i, photo, person, ",
62,dress,Dresses,"stylish, comfortable, nice, perfect, ","dress, i, length, knee, i, i, dress, i, lot, i, apple, dress, one, beauty, ",
62,knit sweater,Tops,"top, elegant, stirrup, soft, loose, two-toned, ","heaven, neck, swingy, trunk, hem, yarn, heather, ",
30,dress,Dresses,"wonderful, ","length, dress, fun, skirt, print, ",
25,sweater,Tops,"amazing, fantastic, happy, ","gift, quality, owner, sweater, ",
29,blouse,Tops,"top, hesitant, busy, right, tad, i, blousy, ","i, amount, lace, detail, i, m, retailer, designer, l, thinking, stretch, medium, tight, hour, wear, size, this-, ",
35,dress,Dresses,"cute, great, perfect, dry, clean, dry, ","dress, i, length, flattering, cut, fall, con, fabric, hand, washing, i, patience, organization, cleaning, ",fall
41,sweater,Tops,"beautiful, flattering, nice, soft, nice, neutral, nice, special, great, ","sweater, shape, front, wool, color, anything, stitching, detail, sweater, addition, wardrobe, i, part, mine, i, ",
37,dress,Dresses,"perfect, short, ","tts, spot, model, hubby, ",
42,sweater,Tops,"first, perfect, wear, snug, thin, thickness, good, overall, big, itchy, i, long, right, thin, heavy, wonderful, versatile, ","love, time, i, xs, fit, xs/s, sweater, length, struggle, height, s, sleeve, weight, feminine, fun, topper, dress, color, sl, ",
34,dress,Dresses,"beautiful, several, true, due, ","dress, husband, size, button, closure, back, size, chest, ",
57,sweater,Tops,"i, local, flattering, mid, thigh, small, bulky, own, open, light, cool, warm, ","sweater, coat, attention, online, search, store, fit, chest, length, thought, nothing, belt, look, colde, ",
43,knit sweater,Tops,"Comfortable, thick, large, xl, large, perfect, i, tall, jacket/is, ","material, think, material, easy, effort, curvy, curvy, cardigan/, ",
32,dress,Dresses,"great, white, ","dress, stock, i, size, i, reference, i, i, size, shift, dress, i, dress, rehearsal, dinner, ",
60,knit sweater,Tops,"favorite, new, comfortable, classy, unique, ","work, time, work, jacket, warm, ",
36,dress,Dresses,"comfortable, great, i, ","dress, staple, travel, light, dress, ",
29,dress,Dresses,"flattering, long, i, nice, linen-y, surprising, pleasant, fair, little, see-through, nude, underwear, ","dress, way, bit, feature, p, i, i, product, description, surprise, summer, warning, ",summer
41,jeans,Bottoms,"second, comfortable, super, long, inch, short, high, great, high, ","pair, i, lift, waist, size, ag, ",
36,sweater,Tops,"black, ","love, sweater, i, store, tts, medium, fit, perfect, ",
29,dress,Dresses,"able, usual, due, i, great, warm, great, ","dress, i, l, xl, style, dress, person, d, dress, i, fit, scarf, dress, fall-spring, ", springfall
64,dress,Dresses,"amazing, delicate, ","love, love, dress, fit, lace, ",
26,dress,Dresses,"next, i, perfect, i, right, great, ","daughter, town, i, plan, visit, style, date, dress, occasion, sizing, quality, ",
34,dress,Dresses,"soft, blue, brown, blue, suede, few, bottom, awesome, ","boots, i, reflection, i, heavy, dress, ",
48,dress,Dresses,"Loose, comfortable, great, front, tan, knee-high, ","fitting, shape, tie, dress, ",
30,knit sweater,Tops,"Good, casual, casual, button-, big, i, ","quality, design, perfect, office, cardigan, blazer, note, tie, xs, roomy, ",
32,knit sweater,Tops,"lightweight, i, curvy, top, ","online, i, cardigan, structure, jacket, flattering, silhouette, i, medium, ",
29,knit sweater,Tops,"little, comfy, great, ","jacket, big/loose, flattering, quality, ",
35,knit sweater,Tops,"magical, black, t-shirt, ","trigger, item, store, person, i, order, i, cardigan, i, plain, crewneck, underneath, bib, necklace, everybody, office, i, blazer, i, fact, ",
24,sweater,Tops,"beautiful, red, faded, bright, great, ","store, red/burnt, orange, pictured, xs, s, s, item, ",
56,dress,Dresses,"online, large, ordered, dress, soft, i, beautiful, cute, ","dress, size, i, fit, bell, i, dress, ",
45,sweater,Tops,"few, recent, several, i, chunky, good, open, loose, great, skinny, usual, great, ","sweater, visit, sweater, cream, color, i, i, neck, way, turtleneck, xs, purchase, ",
62,sweater,Tops,"dry, i, other, frumpy, soft, worth, full, ","sweater, everything, model, fit, color, length, cleaning, plan, winter, shape, knit, heavy/chunky, sweater, mid-weight, price, ", winter
51,dress,Dresses,"Beautiful, feminine, large, hot, pink, ","dress, size, color, ",
50,sweater,Tops,"super, stylish, i, high, ","sweater, fall, comfy, fit, plan, ",fall
70,shorts,Bottoms,"full, different, second, ","week, price, vacation, price, color, pair, ",
23,dress,Dresses,"perfect, great, perfect, elle, ","dress, size, size, season, pink, shade, i, i, ",
46,dress,Dresses,"little, big, i, ","dress, i, love, pink, beautiful.it, size, dress, ",
54,skirt,Bottoms,"soft, light, perfect, new, favorite, ","skirt, dream, fabric, pullover, summer, outfit, ",summer
44,dress,Dresses,"beautiful, gorgeous, comfortable, large, i, ","dress, pink, ",
62,sweater,Tops,"i, thigh, red, rich, i, ","sale, anything, burnt, cotton, get, ",
32,sweater,Tops,"small, ivory, small, fit, soft, lightweight, comfortable, unbuttoned, same, i, glad, great, cold, i, last, long, ","piece, store, size, size, medium, perfect, material, collar, turtleneck, look, look, i, weather, staple, doubt, ",
42,knit sweater,Tops,"untucked, untied, ","shirt, i, everything, i, ",
56,sweater,Tops,"cozy, great, skinny, 55-year-old, i, young, comfy, stylish, classy, many, unusual, simple, right, great, i, wish, other, ","sweater, woman, retailer, i, lookout, cute, sweater, i, holiday, party, ivory, sweater, amount, room, purchase, i, colo, ",
22,dress,Dresses,"past, easy, cute, ","go, summer, perfect, ",summer
62,dress,Dresses,"easy, breezy, comfortable, true, little, ","dress, flowy, pink, medium, anyone, flirty, ",
48,sweater,Tops,"super, new, favorite, green, dark, boxy, frumpy, ","sweater, cozy, comfy, sweater, khaki, ",
32,dress,Dresses,"couple, available, typical, nervous, big, i, ","dress, fall, postpartum, size, size, i, frame, drappiness, ",fall
52,dress,Dresses,"numerous, flowy, comfortable, i, wish, large, overall, great, ","dress, color, design, dress, i, size, dress, ",
37,knit sweater,Tops,"other, cute, ","i, problem, seam, shirt, ",
41,knit sweater,Tops,"black, perfect, only, navy, red, green, white, i, sorry, ","blouse, blouse, everything, wish, i, i, one, i, ",
42,sweater,Tops,"great, casual, boxy, i, casual, ","warmth, breathability, jacket, style, look, lot, ",
52,dress,Dresses,"great, flattering, great, many, dressy, ","dress, color, fabric, style, i, wedding, fall, cocktail, party, ",fall
89,sweater,Tops,"comfortable, flattering, perfect, comfortable, skinny, perfect, ","sweater, time, i, winter, sweater, length, cream, color, tank, material, look, ", winter
48,skirt,Bottoms,"other, i, beautiful, nice, flat, great, soft, simple, i, frayed, true, only, ","skirt, reviewer, thing, closet, i, kind, pouf, bulk, material, bottom, lbs, xs, size, thing, ",
29,dress,Dresses,"bright, hot, solid, large, recommend, ","Saw, store, today, pink, pink, image, online, size, ",
48,sweater,Tops,"burnt, perfect, skinny, ","sweater, color, i, order, sweater, line, i, person, color, orange, fit, i, ",
52,sweater,Tops,"high, kept, i, available, i, yummy, wear, petite, s, black, high, comfy, open-weave, keep, ","price, waiting, petite, i, petite, green, sweater, cozy, size, pair, winner, outfit, fall, winter, sweater, bit, tha, ", winterfall
31,skirt,Bottoms,"perfect, beautiful, unflattering, short, curvy, flattering, ","skirt, online, store, clothing, i, waistband, i, beach, i, ",
58,sweater,Tops,"comfortable, agree, good, such, open, necessary, other, sure, necessary, ","ivory, color, reviewer, button, complaint, i, weave, cami, underneath, end, world, issue, back, front, retailer, top, styling, i, ",
